2981,36,
7043,15,
3336,13,
2621,29,
2914,9,
1656,18,
6160,9,
623,23,
593,32,
9392,12,
6351,29,
1499,4,
3137,39,
5372,13,
3379,30,
9963,13,
4043,7,
7252,23,
1367,5,
4920,30,
796,4,
3312,11,
4228,37,
915,36,
3247,31,
9831,18,
2809,7,
6786,23,
8128,6,
6364,15,
2477,39,
1590,39,
7413,4,
8279,13,
52,17,
5613,23,
2225,39,
8424,32,
1262,7,
7493,13,
3260,9,
7170,32,
4123,39,
9392,15,
1536,30,
6990,9,
3458,36,
2932,25,
678,39,
3658,7,
9924,37,
5930,13,
7891,7,
2918,28,
8386,23,
468,39,
2784,16,
3886,15,
2106,4,
145,12,
5427,13,
7759,4,
4696,1,
4327,29,
9981,37,
8969,12,
2334,12,
4553,32,
691,9,
2033,6,
13,13,
4193,25,
1355,30,
2652,31,
4246,13,
8837,13,
9130,25,
7097,39,
2186,15,
1237,30,
8132,25,
1223,31,
6405,32,
3025,4,
40,4,
6234,18,
6000,39,
6898,13,
7984,16,
2229,28,
8813,15,
4501,34,
6817,17,
9899,28,
6395,13,
4434,7,
201,23,
747,12,
3847,23,
362,34,
6593,34,
9571,12,
9942,13,
3713,23,
2008,17,
7524,15,
615,13,
1701,18,
6846,23,
4832,13,
652,25,
2788,3,
2825,31,
96,9,
5122,24,
4700,12,
8093,37,
9651,21,
8920,9,
9584,16,
324,9,
5961,15,
7244,13,
3608,25,
9874,7,
7841,37,
9489,35,
485,26,
5073,23,
3043,36,
6953,13,
44,15,
1386,30,
4277,15,
5681,9,
7287,30,
6275,25,
8868,15,
8446,23,
3266,20,
2217,9,
1268,30,
7870,11,
5909,9,
3252,39,
7206,32,
87,24,
1173,13,
5406,13,
4675,5,
1106,32,
4024,39,
9612,13,
670,9,
5643,34,
7157,23,
2246,31,
4836,16,
1689,39,
8749,30,
1571,7,
831,30,
8111,5,
5126,15,
8058,13,
3825,13,
7765,17,
3147,25,
8553,13,
8606,1,
3707,33,
1006,16,
3322,1,
7299,13,
4545,26,
6877,9,
7926,12,
5,39,
3004,30,
7792,32,
1907,12,
2141,13,
4104,7,
6374,13,
777,39,
6240,33,
9375,28,
1441,24,
3773,7,
8937,32,
4996,6,
1775,13,
6572,32,
8619,39,
6890,39,
9550,18,
223,12,
260,26,
578,13,
2514,16,
8167,16,
3625,16,
6454,4,
5182,16,
6772,7,
1256,9,
9402,13,
2433,30,
75,13,
4308,13,
6306,7,
8086,30,
5765,31,
8899,13,
9270,12,
2030,36,
8221,9,
2619,12,
2248,11,
4160,12,
236,24,
7553,37,
5873,24,
9800,7,
3165,25,
6115,39,
3511,13,
6704,13,
8594,12,
9283,32,
994,31,
6201,5,
7596,12,
8234,39,
6918,32,
5238,37,
2874,37,
3923,34,
8780,30,
1602,25,
7833,15,
899,16,
7093,6,
477,36,
6733,31,
3178,23,
6747,30,
862,30,
1948,13,
9748,13,
4084,23,
3097,11,
1445,5,
6908,11,
2712,39,
2594,23,
889,13,
3643,16,
9231,38,
6442,27,
4481,9,
582,24,
1631,23,
5530,4,
8304,13,
4326,37,
5412,32,
1550,11,
7373,32,
6310,18,
2637,36,
676,36,
3301,13,
7534,13,
4842,15,
5928,30,
5213,12,
5559,32,
8384,4,
8117,18,
3206,16,
823,36,
4747,16,
9661,39,
3699,7,
7932,23,
2047,5,
9965,25,
1738,13,
9847,21,
571,36,
3196,27,
1235,13,
557,9,
6132,4,
6366,39,
9381,9,
2730,11,
6670,31,
54,13,
4287,9,
732,17,
1767,27,
8878,13,
7509,36,
4462,33,
7864,13,
1686,7,
3977,17,
4432,20,
3647,13,
1979,11,
5889,32,
8668,25,
3128,9,
2095,12,
1476,7,
3474,13,
5031,15,
9276,23,
3674,28,
664,15,
2971,13,
6180,13,
4475,7,
4512,11,
124,39,
9437,4,
4765,16,
7056,12,
4343,4,
8240,30,
3076,15,
1408,13,
4617,9,
8853,36,
9146,30,
9464,13,
8786,9,
2511,18,
8839,17,
905,5,
9450,32,
6753,39,
5442,39,
9332,12,
3119,24,
4660,24,
4076,13,
42,16,
1091,23,
5006,4,
3995,17,
4157,34,
1997,39,
588,11,
5114,7,
3981,30,
5522,30,
9412,11,
8656,12,
2761,13,
3863,30,
3132,4,
2083,25,
7658,4,
5337,37,
8591,30,
5219,9,
5256,29,
5565,13,
1214,13,
3505,15,
4398,22,
6714,15,
8109,12,
5062,9,
8685,32,
3758,18,
4051,4,
6211,11,
4250,9,
3373,16,
2695,36,
7246,33,
4199,30,
2792,11,
2499,7,
3610,13,
5527,38,
6372,30,
3467,36,
6969,36,
6254,30,
6291,16,
2685,9,
1773,4,
8004,4,
3107,13,
4634,34,
8206,12,
8870,23,
2950,13,
3268,24,
258,15,
6452,5,
3932,39,
5911,13,
4491,15,
8674,36,
6159,9,
2101,25,
9709,12,
2447,13,
1544,13,
3851,11,
8084,3,
6998,24,
5392,9,
1122,9,
7676,36,
4984,18,
8579,11,
8897,4,
4026,31,
3348,7,
6532,12,
4852,9,
4012,30,
6465,39,
3894,30,
116,13,
6347,7,
4771,37,
7767,5,
8569,36,
8622,30,
35,33,
9348,4,
6575,31,
1748,11,
4055,9,
992,12,
6545,24,
5596,15,
685,39,
4918,39,
3536,13,
6142,6,
5155,24,
9020,36,
5012,31,
357,7,
6588,9,
7314,39,
4267,32,
239,39,
8503,15,
3641,15,
3950,3,
4149,12,
5198,9,
1140,25,
1177,17,
1486,5,
6693,11,
5025,13,
983,21,
6190,15,
5571,6,
7147,24,
2478,11,
542,12,
7822,17,
8115,9,
3589,9,
5439,7,
7437,13,
8928,24,
3086,13,
9963,32,
2701,17,
996,23,
6934,9,
2045,12,
4205,7,
4613,32,
5291,20,
8914,39,
5662,37,
1736,30,
3194,12,
6378,9,
4417,31,
6130,13,
9702,39,
6606,25,
1779,17,
7717,39,
1394,17,
5627,13,
7625,23,
7136,36,
6458,16,
891,9,
8171,12,
6151,23,
7122,11,
9422,17,
2400,32,
9715,9,
9037,13,
1128,12,
1181,30,
2386,15,
425,21,
8039,13,
6259,36,
6326,27,
6078,23,
5029,18,
8076,25,
8225,5,
7730,5,
5732,15,
3672,13,
4858,36,
3354,30,
7520,9,
2480,39,
1579,4,
839,15,
9663,15,
4061,22,
27,7,
3012,13,
984,34,
4047,39,
8851,23,
9144,11,
9515,12,
3620,11,
3913,7,
2149,30,
6804,16,
9130,34,
5507,25,
7786,30,
5161,13,
8641,23,
3795,39,
9383,13,
1449,9,
5389,37,
6656,7,
4596,30,
5204,36,
268,9,
2229,7,
9092,9,
1492,24,
761,18,
8094,9,
1132,7,
7656,21,
5365,23,
1344,31,
7153,13,
2242,37,
6182,17,
8404,16,
548,39,
9861,4,
1505,12,
6109,9,
7311,7,
1373,13,
5961,18,
8855,24,
3968,23,
561,5,
3917,12,
5103,13,
6122,39,
9694,9,
8645,12,
2056,31,
2365,11,
4584,9,
1771,23,
8002,13,
1400,4,
4662,4,
8497,13,
7499,13,
6768,17,
8750,16,
6625,16,
7736,16,
3056,29,
3812,4,
4304,23,
9589,31,
9626,11,
2991,9,
2260,5,
4024,12,
617,24,
1719,13,
963,36,
1025,33,
5936,13,
8777,39,
4532,15,
9879,36,
2472,13,
7076,8,
167,12,
2458,32,
7394,31,
9346,13,
8553,16,
1428,9,
4930,25,
1068,16,
7262,30,
5301,6,
6506,23,
4916,36,
8843,13,
8152,30,
7792,5,
1944,39,
6140,11,
8303,21,
7649,36,
7727,33,
9004,24,
6240,6,
1826,23,
6293,4,
7289,13,
5992,18,
4959,23,
1404,15,
6957,29,
3577,9,
592,7,
1641,12,
4825,23,
9047,11,
2818,21,
3867,18,
142,7,
2396,9,
5742,13,
806,30,
753,20,
3853,27,
6691,30,
5712,32,
8,39,
9948,13,
981,12,
2248,16,
4227,4,
4160,33,
7223,36,
2794,7,
833,13,
5066,13,
6349,15,
4351,5,
9657,13,
3022,15,
9350,24,
7317,16,
4563,13,
7928,1,
5598,39,
505,29,
3245,13,
491,30,
6128,30,
2742,9,
6975,13,
2048,37,
1392,26,
7330,12,
1327,12,
7558,4,
1682,13,
8371,7,
1179,13,
5412,13,
794,37,
8917,16,
6206,36,
9936,24,
7919,16,
2983,23,
4231,9,
5573,30,
5264,12,
7889,37,
5213,39,
2494,32,
2849,23,
2427,15,
466,5,
6404,15,
7808,13,
6119,7,
1886,23,
6722,30,
8575,13,
8612,25,
5985,39,
7305,5,
7932,12,
2507,4,
509,18,
1913,4,
864,15,
6380,13,
3618,28,
1302,23,
6788,36,
7480,29,
3475,37,
361,11,
1781,5,
8012,11,
7281,23,
7334,27,
4072,39,
9263,16,
9927,9,
2612,16,
7138,16,
9233,37,
1993,13,
1663,33,
4153,16,
7509,15,
7560,36,
9090,30,
9408,13,
148,30,
3488,7,
441,12,
7006,11,
5045,9,
81,21,
5785,26,
5734,23,
7361,8,
134,25,
4736,17,
5282,36,
4542,13,
309,13,
2971,32,
8455,1,
484,37,
8773,6,
3902,9,
2853,12,
124,28,
5443,11,
1581,16,
4765,11,
1927,36,
1941,23,
6355,4,
3028,38,
9983,20,
707,7,
6938,13,
29,15,
1756,26,
2705,13,
2283,25,
9160,36,
9849,16,
497,7,
3622,11,
868,18,
3915,31,
8643,31,
379,39,
3797,31,
8283,36,
2070,8,
365,8,
1158,13,
720,25,
4660,5,
5391,9,
655,13,
4872,13,
4157,29,
270,37,
3573,32,
6448,31,
4450,9,
9094,21,
3455,12,
136,9,
5033,30,
5775,36,
8538,13,
8591,5,
9958,15,
7247,17,
297,26,
4184,20,
2922,37,
9084,16,
8406,12,
472,16,
4783,31,
1929,28,
1018,39,
8258,15,
2338,5,
2656,8,
1744,13,
7991,7,
5684,17,
17,36,
4635,28,
5977,9,
8661,35,
9680,21,
7663,39,
1787,30,
1824,4,
60,13,
9562,25,
8884,13,
2964,23,
3865,13,
4320,16,
6627,28,
6689,9,
5777,12,
2765,29,
9709,39,
4040,37,
2313,12,
6917,9,
7966,12,
4225,3,
1705,33,
4889,36,
9457,39,
9938,13,
9125,7,
7410,36,
2181,13,
3585,15,
183,23,
5064,30,
153,32,
5142,9,
5820,21,
9007,39,
2342,16,
5610,9,
6522,12,
4932,29,
9230,5,
9841,10,
6812,23,
2157,15,
196,17,
874,13,
8289,9,
2076,27,
371,13,
5344,36,
5715,23,
742,12,
5330,11,
5383,23,
8517,9,
9566,12,
3671,37,
3964,17,
1710,31,
3286,13,
4456,12,
594,15,
1680,30,
3337,32,
2915,12,
4442,35,
4001,25,
2783,13,
1562,30,
6322,9,
2398,37,
5728,9,
755,32,
4361,31,
5373,24,
9646,23,
8237,11,
8530,23,
2264,9,
3684,7,
7954,3,
5956,9,
7903,36,
8412,23,
2810,28,
1220,13,
4775,5,
8573,4,
9659,9,
4579,36,
1010,1,
39,9,
1381,30,
9156,5,
2505,3,
3616,13,
3554,30,
6378,18,
1286,35,
8344,13,
1461,7,
6668,9,
6961,17,
3037,37,
2728,37,
9939,31,
2255,24,
1343,39,
9925,16,
5560,39,
9169,39,
227,23,
4460,7,
5253,12,
5864,21,
7122,36,
2956,13,
2785,37,
3857,23,
8090,7,
132,34,
5361,13,
8919,4,
985,16,
2999,30,
5280,21,
625,9,
1727,18,
7587,3,
6538,4,
9449,9,
189,32,
6420,32,
853,9,
5441,6,
7773,13,
7017,36,
8268,9,
350,13,
6221,12,
4260,28,
9236,24,
9900,7,
6396,22,
1288,31,
202,12,
5855,12,
7482,9,
9397,11,
3131,37,
3477,17,
2746,13,
2082,34,
5707,13,
1820,37,
9572,39,
8894,15,
2243,13,
282,23,
2614,12,
5882,29,
3278,39,
9055,24,
535,32,
150,6,
1199,9,
4701,25,
5047,13,
8243,8,
7923,28,
4620,33,
2,9,
5962,36,
4528,9,
666,32,
5655,11,
1715,39,
7591,12,
9838,24,
9453,6,
2484,7,
9068,36,
841,30,
7828,9,
8775,30,
9743,15,
723,30,
3030,30,
3092,13,
1424,11,
4633,11,
5620,23,
31,39,
4248,39,
9224,11,
8802,11,
1624,26,
9851,12,
3968,12,
5179,16,
2497,37,
5525,4,
5472,6,
7486,28,
3931,6,
803,39,
6319,37,
8645,23,
3799,7,
6660,39,
9191,12,
2540,12,
604,9,
3651,20,
4837,13,
7206,30,
8379,4,
4756,37,
8096,30,
138,29,
4334,9,
8045,21,
5035,38,
5353,39,
4054,34,
1733,11,
2026,7,
5657,31,
3309,25,
5581,15,
299,34,
3521,9,
1585,12,
6127,4,
9360,7,
8620,8,
2725,9,
3018,5,
6227,9,
6891,30,
5686,13,
8711,18,
2222,13,
8806,30,
